question,answer
"От 60 до 80 % общего количества тиреоидных гормонов, производимых щитовидной железой, поступает в кровь в форме тироксина, который является относительно малоактивным тиреоидным гормоном, фактически — прогормоном, и слабо связывается непосредственно с рецепторами тиреоидных гормонов в тканях.","От 60 до 80 процентов общего количества тиреоидных гормонов, производимых щитовидной железой, поступает в кровь в форме тироксина, который является относительно малоактивным тиреоидным гормоном, фактически — прогормоном, и слабо связывается непосредственно с рецепторами тиреоидных гормонов в тканях."
"Он набирает телефонный № и передаёт трубку Наде.","Он набирает телефонный номер и передаёт трубку Наде."
"Она ходила в театр и попросила себе маленькую роль: ей все = какую — лишь бы хоть что-то дали.","Она ходила в театр и попросила себе маленькую роль: ей все равно какую — лишь бы хоть что-то дали."
"размещать свои музыкальные записи (как аудио, так и видео), создавая подробное описание каждого №, а также разрешая или запрещая их скачивание;","размещать свои музыкальные записи (как аудио, так и видео), создавая подробное описание каждого номера, а также разрешая или запрещая их скачивание;"
"Благодаря высокому росту и крупному телосложению с успехом выполнял трюки на вестернах, зарабатывая $ за каждое падение с лошади.","Благодаря высокому росту и крупному телосложению с успехом выполнял трюки на вестернах, зарабатывая доллар за каждое падение с лошади."
"Флаг утверждён 10 июля 1998 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного № 482.","Флаг утверждён 10 июля 1998 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного номера 482."
"Победитель: 70 000 австралийских $","Победитель: 70 000 австралийских долларов"
"В 1990 году за 345 млн $ была куплена Hoskyns Group, крупнейшая компания Великобритании в области IT-услуг; это увеличило оборот Cap Gemini Sogeti до 9 млрд франков, а число сотрудников — до 16 500.","В 1990 году за 345 млн долларов была куплена Hoskyns Group, крупнейшая компания Великобритании в области IT-услуг; это увеличило оборот Cap Gemini Sogeti до 9 млрд франков, а число сотрудников — до 16 500."
"Вырученные 750 млн $ планировалось использовать для расширения присутствия в США, однако за этим последовали экономический спад, и в 1992 году Cap Gemini Sogeti впервые в своей истории понесла убытки.","Вырученные 750 млн долларов планировалось использовать для расширения присутствия в США, однако за этим последовали экономический спад, и в 1992 году Cap Gemini Sogeti впервые в своей истории понесла убытки."
"В апреле 1999 года была куплена базировавшаяся в Нью-Джерси компания Beechwood, а в 2000 году за 11 млрд $ было куплено Ernst & Young Technology, подразделение IT-услуг аудиторской фирмы Ernst & Young.","В апреле 1999 года была куплена базировавшаяся в Нью-Джерси компания Beechwood, а в 2000 году за 11 млрд долларов было куплено Ernst & Young Technology, подразделение IT-услуг аудиторской фирмы Ernst & Young."
"Стоимость монобоба и двухместного боба может быть выше 10 миллионов ₽.","Стоимость монобоба и двухместного боба может быть выше 10 миллионов рублей."
"Стоимость четырёхместного боба может быть выше 15 миллионов ₽.","Стоимость четырёхместного боба может быть выше 15 миллионов рублей."
"В декабре 1999 года Удальцов принял участие в выборах в Государственную думу III созыва в качестве последнего 18-го № списка избирательного блока «Сталинский блок: Трудовая Россия — Офицеры — за СССР», созданного Анпиловым, главой «Союза офицеров» Станиславом Тереховым и лидером Национал-большевистской партии Эдуардом Лимоновым.","В декабре 1999 года Удальцов принял участие в выборах в Государственную думу III созыва в качестве последнего 18-го номера списка избирательного блока «Сталинский блок: Трудовая Россия — Офицеры — за СССР», созданного Анпиловым, главой «Союза офицеров» Станиславом Тереховым и лидером Национал-большевистской партии Эдуардом Лимоновым."
"В июне суд приговорил Удальцова к 240 часам обязательных работ, которые позднее были заменены на 35 тысяч ₽ штрафа.","В июне суд приговорил Удальцова к 240 часам обязательных работ, которые позднее были заменены на 35 тысяч рублей штрафа."
"По информации следствия, активисты «Левого фронта» планировали начать захват власти в Калининграде и планировали привлечь около 20 миллионов ₽ из различных источников.","По информации следствия, активисты «Левого фронта» планировали начать захват власти в Калининграде и планировали привлечь около 20 миллионов рублей из различных источников."
"Общая сумма инвестиций в проект составляет более 3 млрд $.","Общая сумма инвестиций в проект составляет более 3 млрд долларов."
"В них действие включает в себя ∫ от лагранжевой плотности, зависящей от параметров среды (поля) в каждой точке пространства и их производных по пространственным координатам и времени.","В них действие включает в себя интеграл от лагранжевой плотности, зависящей от параметров среды (поля) в каждой точке пространства и их производных по пространственным координатам и времени."
"Подчеркнём, что в принципе действие в экспоненте появляется (или может появляться) само́, при изучении оператора эволюции в квантовой механике, однако для систем, имеющих точный классический (неквантовый) аналог, оно в точности = обычному классическому действию.","Подчеркнём, что в принципе действие в экспоненте появляется (или может появляться) само́, при изучении оператора эволюции в квантовой механике, однако для систем, имеющих точный классический (неквантовый) аналог, оно в точности равно обычному классическому действию."
"Финансовая поддержка ММКФ со стороны государства в 2013, 2014 и 2015 годах осталась в рублёвом выражении одинаковой — 115 млн ₽ в год.","Финансовая поддержка ММКФ со стороны государства в 2013, 2014 и 2015 годах осталась в рублёвом выражении одинаковой — 115 млн рублей в год."
"По экспертным оценкам, общий бюджет кинофестиваля до резкого скачка курса по второй половине 2014 года в течение нескольких лет составлял около 6 млн $, что сопоставимо с бюджетами наиболее известных европейских кинофестивалей (Каннского, Венецианского и Берлинского), составляющими около 6—7 млн евро.","По экспертным оценкам, общий бюджет кинофестиваля до резкого скачка курса по второй половине 2014 года в течение нескольких лет составлял около 6 млн долларов, что сопоставимо с бюджетами наиболее известных европейских кинофестивалей (Каннского, Венецианского и Берлинского), составляющими около 6—7 млн евро."
"В августе 1987 года Chrysler за 1,2 млрд $ выкупает фирму AMC у компании Renault и переименовывает её в Jeep-Eagle Division.","В августе 1987 года Chrysler за 1,2 млрд долларов выкупает фирму AMC у компании Renault и переименовывает её в Jeep-Eagle Division."
"Компания D-Wave Systems продала за 11 млн $ компьютер со 128-кубитным чипсетом, который выполняет только одну задачу — дискретную оптимизацию.","Компания D-Wave Systems продала за 11 млн долларов компьютер со 128-кубитным чипсетом, который выполняет только одну задачу — дискретную оптимизацию."
"В марте 2008 года Oshkosh Defense получила от армии США контракт на сумму более 11 миллионов $ (для 1 этапа), чтобы начать разработку и первоначальное производство HET следующего поколения.","В марте 2008 года Oshkosh Defense получила от армии США контракт на сумму более 11 миллионов долларов (для 1 этапа), чтобы начать разработку и первоначальное производство HET следующего поколения."
"В июле 2009 года Oshkosh получила изменение контракта на сумму 9,4 миллиона $, чтобы начать испытания HET A1 на прочность и эксплуатационные характеристики на испытательном полигоне Юма.","В июле 2009 года Oshkosh получила изменение контракта на сумму 9,4 миллиона долларов, чтобы начать испытания HET A1 на прочность и эксплуатационные характеристики на испытательном полигоне Юма."
"Этот заказ на поставку был оценен более чем в 440 миллионов $ и предусматривал поставку более 1000 единиц, причем первые тягачи поступили в продажу в декабре 2010 года.","Этот заказ на поставку был оценен более чем в 440 миллионов долларов и предусматривал поставку более 1000 единиц, причем первые тягачи поступили в продажу в декабре 2010 года."
"В марте 2017 года компания Oshkosh получила контракт на поставку в Иорданию и Оман тягачей M1070A1 на сумму 15.080.369 $ США с соответствующими испытаниями, запасными частями и обучением.","В марте 2017 года компания Oshkosh получила контракт на поставку в Иорданию и Оман тягачей M1070A1 на сумму 15.080.369 долларов США с соответствующими испытаниями, запасными частями и обучением."
"Контракт, первоначально заключенный на сумму 13,3 миллиона $ США, имеет максимальную стоимость в 109,8 миллиона $ и предусматривал поставку 170 полуприцепов в период с 2020 по 2021 финансовый год.","Контракт, первоначально заключенный на сумму 13,3 миллиона долларов США, имеет максимальную стоимость в 109,8 миллиона долларов и предусматривал поставку 170 полуприцепов в период с 2020 по 2021 финансовый год."
"Латинский ε","Латинский эпсилон"
"Через село проходит автодорога регионального значения «Болхов — Мценск — Новосиль» (идентификационный № 54 ОП РЗ 54К-1).","Через село проходит автодорога регионального значения «Болхов — Мценск — Новосиль» (идентификационный номер 54 ОП РЗ 54К-1)."
"Песня начинается с Μ минор, а затем переходит в си-бемоль в басе, который представляет собой тритоновый интервал, с бриджем в центре соль мажор и концовкой «Shave and a Haircut».","Песня начинается с ми минор, а затем переходит в си-бемоль в басе, который представляет собой тритоновый интервал, с бриджем в центре соль мажор и концовкой «Shave and a Haircut»."
"Оставшись без привычной защиты, планета разительно изменилась, = как и её обитатели.","Оставшись без привычной защиты, планета разительно изменилась, равно как и её обитатели."
"Розничная цена в Японии составила 29 980 иен, в Северной Америке — 299,99 $ США, в Великобритании — 279,99 фунтов стерлингов, а в Австралии — 469,95 австралийских $.","Розничная цена в Японии составила 29 980 иен, в Северной Америке — 299,99 долларов США, в Великобритании — 279,99 фунтов стерлингов, а в Австралии — 469,95 австралийских долларов."
"В России приставка вышла по цене 22 499 ₽.","В России приставка вышла по цене 22 499 рублей."
"На тот момент она стоила в США 199 $ (в России в большинстве магазинов стартовая цена была на уровне 16 499 ₽) без учёта НДС.","На тот момент она стоила в США 199 долларов (в России в большинстве магазинов стартовая цена была на уровне 16 499 рублей) без учёта НДС."
"Он получил неоднозначные отзывы критиков и собрал в мировом прокате 334 миллиона $.","Он получил неоднозначные отзывы критиков и собрал в мировом прокате 334 миллиона долларов."
"Знакомый музыкантов вложил две тысячи $, чтобы выпустить демо-кассету, записанную на студии London Bridge.","Знакомый музыкантов вложил две тысячи долларов, чтобы выпустить демо-кассету, записанную на студии London Bridge."
"Он заполучил работу в компании Boogie Bodies и купил у владельца за двадцать $ гриф с небольшим дефектом на третьем ладу, изготовив корпус на уроке труда.","Он заполучил работу в компании Boogie Bodies и купил у владельца за двадцать долларов гриф с небольшим дефектом на третьем ладу, изготовив корпус на уроке труда."
"Король решает, что его сын, будь он даже помешанным, всё = должен получить королевскую корону.","Король решает, что его сын, будь он даже помешанным, всё равно должен получить королевскую корону."
"На петлицах младшего состава помещался также № подразделения.","На петлицах младшего состава помещался также номер подразделения."
"Boeing 737-823WL (регистрационный № N977AN, заводской 29550, серийный 1019) был выпущен в 2001 году (первый полёт совершил 30 ноября под тестовым б/н N1786B).","Boeing 737-823WL (регистрационный номер N977AN, заводской 29550, серийный 1019) был выпущен в 2001 году (первый полёт совершил 30 ноября под тестовым б/н N1786B)."
"Сообщения из Ямайки показывают, что по состоянию на 28 декабря 2009 г. большая часть имущества пассажиров и экипажа еще не была возвращена в связи с расследованием; American Airlines предоставила каждому пассажиру по 5000 $ в качестве компенсации за длительное удержание багажа.","Сообщения из Ямайки показывают, что по состоянию на 28 декабря 2009 г. большая часть имущества пассажиров и экипажа еще не была возвращена в связи с расследованием; American Airlines предоставила каждому пассажиру по 5000 долларов в качестве компенсации за длительное удержание багажа."
"Тип, производитель, количество, год, №.","Тип, производитель, количество, год, номер."
"иностранные золотые монеты (соверен = 20,42 марки, полсоверена = 10,21 марки, 20 $ США = 83,80 марки, 10 $ = 41,90 марки, 5 $ = 20,95 марки, 21⁄2 $ = 10,45 марки);","иностранные золотые монеты (соверен = 20,42 марки, полсоверена = 10,21 марки, 20 долларов США = 83,80 марки, 10 долларов = 41,90 марки, 5 долларов = 20,95 марки, 21⁄2 доллара = 10,45 марки);"
"В оформлении ковров использовались изображения охотничьих сцен, «звериные» мотивы, растительный орнамент, одна из характерных черт тебризских ковров — богатая красочная γ.","В оформлении ковров использовались изображения охотничьих сцен, «звериные» мотивы, растительный орнамент, одна из характерных черт тебризских ковров — богатая красочная гамма."
"От 6 до 10 миллионов $ США были в 2005 году выделены на постройку стадиона правительством Катара по инициативе члена Кнессета Ахмеда Тиби.","От 6 до 10 миллионов долларов США были в 2005 году выделены на постройку стадиона правительством Катара по инициативе члена Кнессета Ахмеда Тиби."
"Израиль выделил на постройку 3,3 миллиона $.","Израиль выделил на постройку 3,3 миллиона долларов."
"Строительство стадиона было частью проекта «Город спорта», на который было мобилизовано в общей сложности 17 миллионов $ из государственных средств и частных пожертвований, в том числе 400 тысяч $ от израильского миллионера Аркадия Гайдамака.","Строительство стадиона было частью проекта «Город спорта», на который было мобилизовано в общей сложности 17 миллионов долларов из государственных средств и частных пожертвований, в том числе 400 тысяч долларов от израильского миллионера Аркадия Гайдамака."
"Максимальная летняя температура доходит до + 35 ° по Цельсию.","Максимальная летняя температура доходит до + 35 градусов по Цельсию."
"Среднегодовая температура отрицательная и находится в пределах от — 1,5 ° до — 4,0 ° по Цельсию.","Среднегодовая температура отрицательная и находится в пределах от — 1,5 градуса до — 4,0 градуса по Цельсию."
"Континентальный воздух умеренных широт определяет летом тёплую погоду с температурами +15, +20 ° по Цельсию (днём +20, +25 С), с переменной кучевой облачностью, с небольшими скоростями ветра, которые к ночи снижаются до штиля (особенно к 2-3 часам ночи).","Континентальный воздух умеренных широт определяет летом тёплую погоду с температурами +15, +20 градусов по Цельсию (днём +20, +25 С), с переменной кучевой облачностью, с небольшими скоростями ветра, которые к ночи снижаются до штиля (особенно к 2-3 часам ночи)."
"Зимой умеренно-морозная, чаще без осадков, погода с температурным фоном −10, −15 ° по Цельсию.","Зимой умеренно-морозная, чаще без осадков, погода с температурным фоном −10, −15 градусов по Цельсию."
"Это были № классического, «танцевального» фанка, весьма позитивные, очень сильно отличавшиеся от того, что группа выпустила прежде, на Groove Family Cyco.","Это были номера классического, «танцевального» фанка, весьма позитивные, очень сильно отличавшиеся от того, что группа выпустила прежде, на Groove Family Cyco."
"Центровым хитовым № стала титульная песня, Borracho.","Центровым хитовым номера стала титульная песня, Borracho."
"Средняя стипендия: 500 иен или 6 $","Средняя стипендия: 500 иен или 6 долларов"
"Средняя стипендия: 3000 иен или 38 $","Средняя стипендия: 3000 иен или 38 долларов"
"Средняя стипендия: 5000 иен или 64 $","Средняя стипендия: 5000 иен или 64 долларов"
"Средняя стипендия: 10000 иен или 129 $","Средняя стипендия: 10000 иен или 129 долларов"
"Средняя стипендия: 30000 иен или 389 $","Средняя стипендия: 30000 иен или 389 долларов"
"Поначалу Иван Алексеевич вместе с товарищем — Егором Захаровым — проживал в доме елецкого мещанина Бякина, бравшего с каждого из квартирантов по 15 ₽ в месяц.","Поначалу Иван Алексеевич вместе с товарищем — Егором Захаровым — проживал в доме елецкого мещанина Бякина, бравшего с каждого из квартирантов по 15 рублей в месяц."
"Несмотря на вхождение в семью состоятельных греков, материальное положение писателя оставалось тяжёлым — так, летом 1899 года он обращался к старшему брату с просьбой выслать «немедленно хоть десять ₽», отмечая при этом: «просить у Цакни не стану, хоть умру».","Несмотря на вхождение в семью состоятельных греков, материальное положение писателя оставалось тяжёлым — так, летом 1899 года он обращался к старшему брату с просьбой выслать «немедленно хоть десять рублей», отмечая при этом: «просить у Цакни не стану, хоть умру»."
"В итоге он был удостоен половинной премии (500 ₽), вторая часть досталась переводчику Петру Вейнбергу.","В итоге он был удостоен половинной премии (500 рублей), вторая часть досталась переводчику Петру Вейнбергу."
"„Листопад“ вместо ₽ 60 копеек».","„Листопад“ вместо рубля 60 копеек»."
"В октябре было официально объявлено, что Пушкинская премия за 1909 год поделена между Буниным и Куприным; каждый из них получил по 500 ₽.","В октябре было официально объявлено, что Пушкинская премия за 1909 год поделена между Буниным и Куприным; каждый из них получил по 500 рублей."
"За «Тёмные аллеи» Бунину было выплачено 300 $.","За «Тёмные аллеи» Бунину было выплачено 300 долларов."
"В течение многих лет его пристанищем были съёмные углы, меблированные №, гостиницы — он жил то в «Столичной», то в «Лоскутной», то в деревне, то на квартирах у друзей.","В течение многих лет его пристанищем были съёмные углы, меблированные номера, гостиницы — он жил то в «Столичной», то в «Лоскутной», то в деревне, то на квартирах у друзей."
"Реформу русской орфографии, при которой из алфавита исчезли и десятеричное, ять, Θ и ижица, Иван Алексеевич встретил весьма негативно, — он утверждал, что «„лес“ без „яти“ теряет весь свой смолистый аромат».","Реформу русской орфографии, при которой из алфавита исчезли и десятеричное, ять, фита и ижица, Иван Алексеевич встретил весьма негативно, — он утверждал, что «„лес“ без „яти“ теряет весь свой смолистый аромат»."
"Первая часть «Деревни» была опубликована в «Современном мире» в марте 1910 года, а первая рецензия появилась ещё до выхода № в свет — обозреватель газеты «Утро России» В. Батуринский сумел познакомиться в редакции с корректорским вариантом и, опередив коллег, подготовил рецензию, в которой назвал повесть «выдающимся произведением текущего сезона».","Первая часть «Деревни» была опубликована в «Современном мире» в марте 1910 года, а первая рецензия появилась ещё до выхода номера в свет — обозреватель газеты «Утро России» В. Батуринский сумел познакомиться в редакции с корректорским вариантом и, опередив коллег, подготовил рецензию, в которой назвал повесть «выдающимся произведением текущего сезона»."
"7 сентября 2020 года Банк России выпустил в обращение памятную серебряную монету номиналом 2 ₽ «Писатель И. А. Бунин, к 150-летию со дня рождения (22.10.1870)» серии «Выдающиеся личности России».","7 сентября 2020 года Банк России выпустил в обращение памятную серебряную монету номиналом 2 рубля «Писатель И. А. Бунин, к 150-летию со дня рождения (22.10.1870)» серии «Выдающиеся личности России»."
"Местная терапия включает в себя аппликации 30 % мази проспидина, лучевые методы, криотерапию, инъекции в опухоль химиотерапевтических препаратов, аппликации с динитрохлорбензолом, инъекции в опухоль интерферона α и некоторые другие методы.","Местная терапия включает в себя аппликации 30 % мази проспидина, лучевые методы, криотерапию, инъекции в опухоль химиотерапевтических препаратов, аппликации с динитрохлорбензолом, инъекции в опухоль интерферона альфа и некоторые другие методы."
"Вскоре вертолёт передали Министерству гражданской авиации, которое присвоило ему регистрационный № СССР-22321 и затем направило в Тюменское управление гражданской авиации, где 4 мая он начал эксплуатироваться.","Вскоре вертолёт передали Министерству гражданской авиации, которое присвоило ему регистрационный номер СССР-22321 и затем направило в Тюменское управление гражданской авиации, где 4 мая он начал эксплуатироваться."
"За семь дней кинопроката в Гонконге, с 17 по 23 января, картина собрала 753 396 гонконгских $.","За семь дней кинопроката в Гонконге, с 17 по 23 января, картина собрала 753 396 гонконгских долларов."
"У него был шестой стартовый № и он набрал 17 очков, что привело на семнадцатое место.","У него был шестой стартовый номер и он набрал 17 очков, что привело на семнадцатое место."
"Около миллиарда ₽ было выделено на организацию мероприятия в российской столице.","Около миллиарда рублей было выделено на организацию мероприятия в российской столице."
"25 июня были анонсированы дополнительные концерты для Сингапура, где теперь их суммарное число = шести.","25 июня были анонсированы дополнительные концерты для Сингапура, где теперь их суммарное число равно шести."
"Свифт подтвердила цены на билеты заранее, отказавшись от модели «платинового билета»; они варьировались от 49 до 449 $, а VIP-пакеты — от 199 до 899 $.","Свифт подтвердила цены на билеты заранее, отказавшись от модели «платинового билета»; они варьировались от 49 до 449 долларов, а VIP-пакеты — от 199 до 899 долларов."
"Однако СМИ отмечали, что объединяющим модным выбором были кристаллы: костюмы каждого № так или иначе украшались ими.","Однако СМИ отмечали, что объединяющим модным выбором были кристаллы: костюмы каждого номера так или иначе украшались ими."
"По прогнозам Variety, Eras Tour превзойдёт по сборам Reputation Stadium Tour, который в настоящее время удерживает рекорд самого кассового тура в США, собрав 266 100 000 $ США за 38 концертов; Eras Tour уже расширился до 52 концертов.","По прогнозам Variety, Eras Tour превзойдёт по сборам Reputation Stadium Tour, который в настоящее время удерживает рекорд самого кассового тура в США, собрав 266 100 000 долларов США за 38 концертов; Eras Tour уже расширился до 52 концертов."
"Она может побить рекорд SoFi Stadium, установленный четырьмя концертами южнокорейской бой-группы BTS в 2022 году, который принёс 33,3 миллиона $, и рекорд всех времён в США, принадлежащий 10-ночному выступлению Брюса Спрингстина на Giants Stadium в 2003 году, который принёс 38,7 млн $.","Она может побить рекорд SoFi Stadium, установленный четырьмя концертами южнокорейской бой-группы BTS в 2022 году, который принёс 33,3 миллиона долларов, и рекорд всех времён в США, принадлежащий 10-ночному выступлению Брюса Спрингстина на Giants Stadium в 2003 году, который принёс 38,7 млн долларов."
"После разногласий с Ticketmaster, Pollstar прогнозировал, что Свифт соберёт 728 млн $ за 52 концерта в США и «умопомрачительный миллиард $» на международном уровне, превзойдя рекорд Ширана с менее чем половиной концертов его тура; это станет первым в истории туром с миллиардной суммой.","После разногласий с Ticketmaster, Pollstar прогнозировал, что Свифт соберёт 728 млн долларов за 52 концерта в США и «умопомрачительный миллиард долларов» на международном уровне, превзойдя рекорд Ширана с менее чем половиной концертов его тура; это станет первым в истории туром с миллиардной суммой."
"В июне 2023 года Wall Street Journal сообщил, что тур «Eras Tour» «на пути к тому, чтобы стать крупнейшим в истории концертов, с потенциальным валовым сбором более 1 миллиарда $».","В июне 2023 года Wall Street Journal сообщил, что тур «Eras Tour» «на пути к тому, чтобы стать крупнейшим в истории концертов, с потенциальным валовым сбором более 1 миллиарда долларов»."
"Bloomberg News сообщает, что средний валовой сбор с одного концерта на американском этапе составляет 13 миллионов $.","Bloomberg News сообщает, что средний валовой сбор с одного концерта на американском этапе составляет 13 миллионов долларов."
"15 декабря Billboard сообщил, что тур Eras Tour уже собрал 554 миллиона $, и, по прогнозам, американская часть тура завершится с 591 миллионом $, превзойдя прежний абсолютный женский рекорд, установленный туром Мадонны Sticky & Sweet Tour (407 миллионов $) в 2008—2009 годах.","15 декабря Billboard сообщил, что тур Eras Tour уже собрал 554 миллиона долларов, и, по прогнозам, американская часть тура завершится с 591 миллионом долларов, превзойдя прежний абсолютный женский рекорд, установленный туром Мадонны Sticky & Sweet Tour (407 миллионов долларов) в 2008—2009 годах."
"По данным Forbes, по состоянию на август 2023 года турне Eras Tour принесло 780 млн $ от 56 выступлений, став самым кассовым женским туром и вторым по величине кассовым туром всех времен, уступая только туру Элтона Джона Farewell Yellow Brick Road в 2018—2023 годах.","По данным Forbes, по состоянию на август 2023 года турне Eras Tour принесло 780 млн долларов от 56 выступлений, став самым кассовым женским туром и вторым по величине кассовым туром всех времен, уступая только туру Элтона Джона Farewell Yellow Brick Road в 2018—2023 годах."
"В городах, где он побывал, тур увеличил доходы местного бизнеса и туризма на миллионы $.","В городах, где он побывал, тур увеличил доходы местного бизнеса и туризма на миллионы долларов."
"Маркетинговая фирма Visit Tampa Bay подсчитала, что три концерта во Флориде принесли 730 000 $ в виде налогов.","Маркетинговая фирма Visit Tampa Bay подсчитала, что три концерта во Флориде принесли 730 000 долларов в виде налогов."
"За несколько дней до начала концертов Eras Tour в Фоксборо (штат Массачусетс) в близлежащем Бостоне были распроданы все гостиничные №, заказаны столики в ресторанах и билеты на поезд.","За несколько дней до начала концертов Eras Tour в Фоксборо (штат Массачусетс) в близлежащем Бостоне были распроданы все гостиничные номера, заказаны столики в ресторанах и билеты на поезд."
